order_id,customer_id,product_id,product_category,product_price,order_value,quantity,discount_amount,discount_percentage,shipping_mode,expected_delivery_days,actual_delivery_days,delivery_delay,customer_region,warehouse_region,distance_km,is_remote_area,is_returned,return_reason
488,43,P46,Electronics,5491,10982,2,3294.6,30,Standard,4,3,-1,West,South,1108,0,0,NO_RETURN
489,43,P52,Sports,5884,17652,3,3530.4,20,Express,6,7,1,West,South,1797,1,0,NO_RETURN
490,43,P12,Clothing,1319,2638,2,0.0,0,Express,6,8,2,East,West,434,0,1,DELIVERY_DELAY
491,43,P2,Home,1446,1446,1,578.4,40,Standard,3,2,-1,East,East,306,0,0,NO_RETURN
492,43,P47,Beauty,267,267,1,0.0,0,Standard,2,4,2,South,East,910,0,0,NO_RETURN
493,43,P51,Home,4282,8564,2,2569.2,30,Standard,4,3,-1,South,North,595,0,1,NOT_AS_DESCRIBED
494,43,P35,Clothing,4051,4051,1,405.1,10,Express,5,4,-1,North,South,838,0,1,NO_LONGER_NEEDED
495,43,P48,Electronics,474,474,1,142.2,30,Standard,6,10,4,South,West,846,0,0,NO_RETURN
496,44,P41,Electronics,545,1635,3,654.0,40,Standard,4,6,2,East,South,788,0,1,DELIVERY_DELAY
497,44,P56,Clothing,5661,5661,1,0.0,0,Standard,5,6,1,North,South,1676,1,1,NO_LONGER_NEEDED
498,44,P8,Sports,3442,3442,1,0.0,0,Standard,6,10,4,West,South,810,0,0,NO_RETURN
499,44,P16,Clothing,1491,2982,2,0.0,0,Express,2,1,-1,East,South,1486,1,0,NO_RETURN
500,44,P51,Sports,1079,1079,1,323.7,30,Standard,4,7,3,East,West,1551,1,0,NO_RETURN
501,44,P2,Electronics,5846,11692,2,2338.4,20,Standard,4,3,-1,West,West,1194,0,0,NO_RETURN
502,44,P35,Home,5910,11820,2,1182.0,10,Standard,6,7,1,East,West,613,0,0,NO_RETURN
503,44,P59,Sports,4742,4742,1,0.0,0,Standard,5,6,1,East,East,979,0,0,NO_RETURN
504,44,P50,Clothing,5426,16278,3,4883.4,30,Standard,2,5,3,East,South,706,0,1,DELIVERY_DELAY
505,44,P43,Clothing,4615,9230,2,923.0,10,Express,6,6,0,East,East,889,0,0,NO_RETURN
506,44,P8,Home,988,2964,3,0.0,0,Standard,3,3,0,North,South,269,0,1,NOT_AS_DESCRIBED
507,44,P7,Electronics,460,1380,3,414.0,30,Express,6,9,3,East,North,800,0,1,DELIVERY_DELAY
508,44,P39,Electronics,780,780,1,78.0,10,Express,2,4,2,North,East,1192,0,1,DELIVERY_DELAY
509,45,P53,Clothing,5253,10506,2,4202.400000000001,40,Standard,2,3,1,North,South,1113,0,1,SIZE_FIT_ISSUE
510,45,P47,Clothing,2092,6276,3,1882.8,30,Standard,3,6,3,South,South,1193,0,1,DELIVERY_DELAY
511,45,P27,Sports,1064,3192,3,1276.8000000000002,40,Express,5,9,4,West,North,391,0,1,DELIVERY_DELAY
512,45,P36,Electronics,3489,10467,3,2093.4,20,Standard,6,9,3,West,East,1898,1,0,NO_RETURN
513,45,P36,Home,2859,5718,2,1715.3999999999999,30,Express,4,7,3,South,South,818,0,0,NO_RETURN
514,45,P60,Sports,2281,4562,2,1368.6,30,Express,5,4,-1,North,East,1270,1,0,NO_RETURN
515,45,P34,Clothing,1306,2612,2,0.0,0,Express,3,3,0,East,North,1630,1,1,NO_LONGER_NEEDED
516,45,P33,Sports,4757,14271,3,5708.400000000001,40,Standard,2,1,-1,West,East,369,0,1,QUALITY_DEFECT
517,45,P24,Home,4969,4969,1,496.90000000000003,10,Express,4,3,-1,West,South,1553,1,0,NO_RETURN
518,45,P47,Clothing,2859,5718,2,571.8000000000001,10,Express,6,5,-1,East,North,1546,1,1,NO_LONGER_NEEDED
519,45,P50,Clothing,658,1316,2,263.2,20,Express,5,4,-1,South,North,1348,1,1,NO_LONGER_NEEDED
520,45,P20,Clothing,4495,4495,1,899.0,20,Standard,4,7,3,South,South,153,0,0,NO_RETURN
521,45,P29,Beauty,5075,15225,3,6090.0,40,Standard,3,5,2,East,West,353,0,0,NO_RETURN
522,46,P31,Clothing,4881,14643,3,0.0,0,Express,4,3,-1,West,West,1634,1,0,NO_RETURN
523,46,P49,Electronics,1304,2608,2,1043.2,40,Standard,5,7,2,South,South,546,0,0,NO_RETURN
524,46,P18,Clothing,3723,7446,2,2978.4,40,Standard,2,6,4,West,West,798,0,1,DELIVERY_DELAY
525,46,P13,Home,2827,5654,2,2261.6,40,Standard,4,4,0,East,West,1326,1,0,NO_RETURN
526,46,P29,Electronics,567,567,1,56.7,10,Express,3,7,4,North,North,1564,1,1,DELIVERY_DELAY
527,46,P16,Clothing,5287,5287,1,1057.4,20,Standard,4,8,4,North,East,971,0,0,NO_RETURN
528,46,P2,Beauty,2918,2918,1,1167.2,40,Standard,3,6,3,East,West,1325,1,1,DELIVERY_DELAY
529,46,P45,Electronics,5924,17772,3,0.0,0,Express,6,10,4,North,East,398,0,0,NO_RETURN
530,46,P19,Clothing,1844,5532,3,2212.8,40,Express,2,4,2,North,North,845,0,1,DELIVERY_DELAY
531,46,P43,Home,5607,11214,2,0.0,0,Standard,4,8,4,West,South,829,0,0,NO_RETURN
532,46,P46,Sports,1015,2030,2,609.0,30,Standard,3,3,0,West,North,131,0,0,NO_RETURN
533,46,P60,Electronics,4536,9072,2,1814.4,20,Express,5,9,4,South,North,760,0,1,DELIVERY_DELAY
534,46,P23,Home,5321,10642,2,1064.2,10,Express,2,6,4,East,West,1873,1,1,DELIVERY_DELAY
535,47,P10,Electronics,2999,5998,2,599.8000000000001,10,Standard,5,8,3,South,West,542,0,1,DELIVERY_DELAY
536,47,P10,Sports,3693,7386,2,2954.4,40,Express,5,8,3,South,South,1386,1,1,DELIVERY_DELAY
537,47,P38,Electronics,4634,13902,3,1390.2,10,Standard,4,8,4,South,West,1911,1,0,NO_RETURN
538,47,P42,Electronics,4827,4827,1,965.4000000000001,20,Standard,6,9,3,North,South,700,0,0,NO_RETURN
539,47,P47,Electronics,441,882,2,264.59999999999997,30,Express,4,6,2,East,South,1645,1,1,DELIVERY_DELAY
540,47,P7,Electronics,1277,1277,1,0.0,0,Express,6,9,3,South,South,522,0,0,NO_RETURN
541,47,P23,Clothing,851,2553,3,765.9,30,Standard,6,9,3,West,East,426,0,0,NO_RETURN
542,47,P32,Beauty,4081,4081,1,408.1,10,Standard,3,2,-1,West,North,1945,1,0,NO_RETURN
543,47,P27,Home,2023,6069,3,606.9,10,Standard,2,2,0,West,West,1458,1,0,NO_RETURN
544,47,P56,Home,3948,3948,1,1184.3999999999999,30,Express,2,5,3,West,East,857,0,0,NO_RETURN
545,47,P48,Sports,4885,14655,3,5862.0,40,Standard,6,5,-1,West,West,1743,1,0,NO_RETURN
546,47,P57,Clothing,2212,6636,3,2654.4,40,Express,2,5,3,West,North,438,0,1,DELIVERY_DELAY
547,48,P57,Beauty,2694,5388,2,1616.3999999999999,30,Standard,5,6,1,North,South,999,0,0,NO_RETURN
548,48,P6,Beauty,4301,4301,1,430.1,10,Standard,5,7,2,East,West,101,0,1,DELIVERY_DELAY
549,48,P30,Electronics,5035,15105,3,1510.5,10,Express,2,3,1,East,South,1521,1,0,NO_RETURN
550,48,P6,Clothing,1135,3405,3,1021.5,30,Express,2,5,3,West,South,825,0,0,NO_RETURN
551,48,P25,Sports,559,559,1,111.80000000000001,20,Standard,3,3,0,South,North,909,0,0,NO_RETURN
552,48,P20,Home,3855,7710,2,771.0,10,Standard,3,3,0,North,East,75,0,0,NO_RETURN
553,48,P32,Beauty,4284,12852,3,0.0,0,Express,3,3,0,West,West,889,0,0,NO_RETURN
554,48,P6,Beauty,5125,15375,3,0.0,0,Standard,6,7,1,South,North,428,0,1,QUALITY_DEFECT
555,48,P42,Clothing,3059,3059,1,305.90000000000003,10,Standard,6,9,3,East,East,1934,1,0,NO_RETURN
556,48,P4,Clothing,1092,2184,2,218.4,10,Standard,4,7,3,South,West,1584,1,1,DELIVERY_DELAY
557,48,P24,Sports,493,493,1,98.60000000000001,20,Express,4,6,2,North,West,1777,1,0,NO_RETURN
558,48,P5,Sports,2598,5196,2,519.6,10,Standard,4,5,1,West,South,1475,1,1,QUALITY_DEFECT
559,48,P4,Sports,1095,3285,3,1314.0,40,Standard,5,9,4,East,West,1296,1,1,DELIVERY_DELAY
560,48,P17,Home,4504,13512,3,5404.8,40,Express,3,6,3,West,West,1058,0,1,DELIVERY_DELAY
561,48,P57,Electronics,5192,5192,1,1038.4,20,Standard,2,1,-1,North,West,1330,1,0,NO_RETURN
562,49,P27,Sports,3591,3591,1,718.2,20,Express,6,10,4,South,North,1361,1,1,DELIVERY_DELAY
563,49,P45,Electronics,2507,5014,2,0.0,0,Express,4,7,3,East,North,283,0,0,NO_RETURN
564,49,P22,Home,3444,10332,3,4132.8,40,Standard,3,3,0,East,East,1938,1,0,NO_RETURN
565,49,P59,Beauty,4087,4087,1,408.70000000000005,10,Express,3,7,4,West,East,997,0,1,DELIVERY_DELAY
566,49,P60,Beauty,658,1974,3,394.8,20,Express,6,9,3,North,South,1232,1,0,NO_RETURN
567,49,P52,Home,3096,3096,1,309.6,10,Express,2,3,1,West,South,1219,1,0,NO_RETURN
568,49,P25,Sports,1735,5205,3,0.0,0,Express,4,8,4,North,East,897,0,0,NO_RETURN
569,49,P32,Clothing,2146,4292,2,1287.6,30,Express,3,6,3,East,South,279,0,0,NO_RETURN
570,49,P51,Home,506,506,1,0.0,0,Express,6,5,-1,West,South,439,0,0,NO_RETURN
571,49,P60,Home,4160,12480,3,4992.0,40,Express,4,4,0,North,South,470,0,0,NO_RETURN
572,49,P30,Clothing,3375,10125,3,4050.0,40,Standard,2,3,1,North,North,732,0,1,NO_LONGER_NEEDED
573,50,P50,Sports,5598,16794,3,3358.8,20,Standard,6,7,1,South,East,460,0,0,NO_RETURN
574,50,P19,Electronics,2466,7398,3,1479.6000000000001,20,Express,2,3,1,South,South,610,0,0,NO_RETURN
575,50,P1,Clothing,5303,15909,3,6363.6,40,Standard,3,6,3,East,East,605,0,1,DELIVERY_DELAY
576,50,P46,Electronics,2520,7560,3,756.0,10,Standard,2,3,1,East,West,153,0,0,NO_RETURN
577,50,P2,Electronics,4056,12168,3,0.0,0,Standard,5,4,-1,North,West,852,0,0,NO_RETURN
578,50,P46,Electronics,5083,15249,3,4574.7,30,Express,4,5,1,South,North,1939,1,1,NOT_AS_DESCRIBED
579,50,P9,Sports,961,2883,3,864.9,30,Standard,5,6,1,West,West,524,0,0,NO_RETURN
580,50,P10,Electronics,5253,10506,2,2101.2000000000003,20,Express,3,7,4,East,East,978,0,1,DELIVERY_DELAY
581,50,P2,Beauty,735,1470,2,0.0,0,Express,5,7,2,South,East,1622,1,0,NO_RETURN
582,51,P7,Sports,3523,10569,3,0.0,0,Express,6,10,4,North,East,1141,0,0,NO_RETURN
583,51,P26,Beauty,5037,10074,2,1007.4000000000001,10,Standard,6,6,0,West,West,185,0,0,NO_RETURN
584,51,P14,Home,5885,17655,3,5296.5,30,Express,6,7,1,South,South,1407,1,1,QUALITY_DEFECT
585,51,P54,Sports,4186,4186,1,1674.4,40,Express,4,7,3,North,West,410,0,0,NO_RETURN
586,51,P26,Home,770,2310,3,0.0,0,Express,4,6,2,North,North,495,0,0,NO_RETURN
587,51,P57,Electronics,4957,14871,3,0.0,0,Standard,3,5,2,East,West,1310,1,1,DELIVERY_DELAY
588,51,P29,Sports,1802,1802,1,360.40000000000003,20,Express,6,10,4,East,West,1520,1,0,NO_RETURN
589,51,P6,Home,4973,4973,1,1989.2,40,Express,3,4,1,North,East,1895,1,0,NO_RETURN
590,51,P4,Sports,206,618,3,247.20000000000002,40,Express,2,3,1,North,South,934,0,1,NOT_AS_DESCRIBED
591,51,P46,Home,3335,6670,2,2001.0,30,Express,6,6,0,South,West,334,0,0,NO_RETURN
592,52,P54,Home,3617,3617,1,723.4000000000001,20,Standard,3,2,-1,North,North,344,0,0,NO_RETURN
593,52,P43,Beauty,3777,3777,1,0.0,0,Standard,5,7,2,West,South,980,0,0,NO_RETURN
594,52,P28,Sports,4722,9444,2,2833.2,30,Express,3,3,0,West,North,1233,1,0,NO_RETURN
595,52,P55,Beauty,2139,6417,3,2566.8,40,Express,5,8,3,East,North,127,0,1,DELIVERY_DELAY
596,52,P31,Sports,5974,11948,2,0.0,0,Express,2,2,0,East,West,1108,0,0,NO_RETURN
597,52,P34,Clothing,5197,5197,1,519.7,10,Express,2,6,4,East,North,1900,1,0,NO_RETURN
598,52,P35,Home,288,576,2,172.79999999999998,30,Express,6,10,4,East,West,772,0,0,NO_RETURN
599,52,P19,Home,1572,1572,1,628.8000000000001,40,Express,6,7,1,North,West,1234,1,0,NO_RETURN
600,52,P37,Electronics,622,1866,3,373.20000000000005,20,Standard,4,6,2,North,South,1085,0,0,NO_RETURN
601,52,P55,Clothing,2476,4952,2,495.20000000000005,10,Express,4,5,1,North,North,1286,1,0,NO_RETURN
602,52,P59,Electronics,5047,15141,3,1514.1000000000001,10,Express,4,4,0,East,South,1043,0,0,NO_RETURN
603,52,P52,Electronics,4520,4520,1,904.0,20,Standard,3,6,3,South,West,1591,1,0,NO_RETURN
604,52,P50,Beauty,3338,3338,1,1001.4,30,Standard,3,6,3,East,North,1365,1,1,DELIVERY_DELAY
605,52,P49,Home,1150,1150,1,115.0,10,Express,5,7,2,East,West,1578,1,0,NO_RETURN
606,53,P44,Beauty,5980,11960,2,3588.0,30,Express,3,6,3,West,North,641,0,1,DELIVERY_DELAY
607,53,P25,Beauty,5758,11516,2,4606.400000000001,40,Standard,2,5,3,East,West,1300,1,1,DELIVERY_DELAY
608,53,P22,Home,2414,4828,2,0.0,0,Express,6,8,2,West,South,1553,1,1,DELIVERY_DELAY
609,53,P50,Sports,1796,5388,3,1077.6000000000001,20,Standard,4,7,3,North,North,1753,1,1,DELIVERY_DELAY
610,53,P1,Clothing,3568,3568,1,1427.2,40,Standard,5,6,1,South,East,565,0,1,SIZE_FIT_ISSUE
611,53,P2,Clothing,5274,5274,1,0.0,0,Standard,6,10,4,North,North,226,0,0,NO_RETURN
612,53,P9,Sports,3279,9837,3,3934.8,40,Standard,2,6,4,South,East,653,0,1,DELIVERY_DELAY
613,53,P43,Beauty,820,2460,3,738.0,30,Express,5,9,4,East,East,381,0,0,NO_RETURN
614,53,P18,Clothing,711,1422,2,426.59999999999997,30,Express,2,3,1,East,South,952,0,1,SIZE_FIT_ISSUE
615,53,P60,Beauty,1843,5529,3,1658.7,30,Standard,5,4,-1,South,West,497,0,1,QUALITY_DEFECT
616,53,P46,Beauty,2321,2321,1,0.0,0,Standard,2,5,3,East,West,88,0,1,DELIVERY_DELAY
617,54,P60,Clothing,509,1527,3,458.09999999999997,30,Express,3,7,4,East,West,1226,1,0,NO_RETURN
618,54,P33,Clothing,5996,11992,2,3597.6,30,Express,5,9,4,North,South,56,0,1,DELIVERY_DELAY
619,54,P45,Beauty,4149,4149,1,1659.6000000000001,40,Express,4,8,4,East,West,163,0,1,DELIVERY_DELAY
620,54,P24,Clothing,4579,9158,2,0.0,0,Express,4,8,4,South,South,1185,0,1,DELIVERY_DELAY
621,54,P25,Clothing,5612,5612,1,1122.4,20,Express,2,6,4,East,West,223,0,0,NO_RETURN
622,54,P48,Beauty,1752,1752,1,0.0,0,Standard,2,6,4,South,West,846,0,1,DELIVERY_DELAY
623,54,P51,Clothing,4628,13884,3,2776.8,20,Express,6,8,2,North,North,744,0,1,DELIVERY_DELAY
624,54,P22,Clothing,550,1100,2,0.0,0,Standard,6,8,2,South,South,1944,1,1,DELIVERY_DELAY
625,54,P3,Clothing,1359,2718,2,0.0,0,Express,6,5,-1,South,South,79,0,1,SIZE_FIT_ISSUE
626,54,P58,Clothing,2717,2717,1,815.1,30,Standard,6,5,-1,North,North,1068,0,1,SIZE_FIT_ISSUE
627,55,P22,Beauty,5757,11514,2,2302.8,20,Standard,6,9,3,South,East,1763,1,0,NO_RETURN
628,55,P49,Electronics,573,1719,3,171.9,10,Express,2,1,-1,East,South,1601,1,0,NO_RETURN
629,55,P11,Beauty,5904,11808,2,4723.2,40,Standard,5,5,0,North,South,254,0,1,NOT_AS_DESCRIBED
630,55,P2,Electronics,4189,4189,1,0.0,0,Standard,3,2,-1,East,West,1470,1,1,NOT_AS_DESCRIBED
631,55,P14,Electronics,1372,4116,3,823.2,20,Express,5,5,0,South,North,1271,1,0,NO_RETURN
632,55,P46,Electronics,4295,12885,3,0.0,0,Express,4,6,2,North,South,443,0,0,NO_RETURN
633,55,P34,Clothing,983,2949,3,589.8000000000001,20,Standard,5,9,4,South,East,158,0,1,DELIVERY_DELAY
634,55,P8,Electronics,1422,4266,3,1279.8,30,Express,3,3,0,North,North,1370,1,1,NOT_AS_DESCRIBED
635,55,P14,Home,3760,7520,2,1504.0,20,Express,2,1,-1,North,South,373,0,0,NO_RETURN
636,55,P32,Clothing,4418,4418,1,0.0,0,Standard,5,8,3,East,West,457,0,1,DELIVERY_DELAY
637,55,P15,Home,1102,2204,2,220.4,10,Standard,3,7,4,West,South,819,0,1,DELIVERY_DELAY
638,56,P38,Beauty,4168,4168,1,1250.3999999999999,30,Standard,3,6,3,West,South,843,0,1,DELIVERY_DELAY
639,56,P9,Home,3949,11847,3,1184.7,10,Express,4,4,0,East,South,115,0,0,NO_RETURN
640,56,P4,Sports,2498,2498,1,0.0,0,Express,5,7,2,South,East,500,0,0,NO_RETURN
641,56,P39,Home,1484,4452,3,1780.8000000000002,40,Standard,6,9,3,South,North,893,0,1,DELIVERY_DELAY
642,56,P32,Sports,1973,5919,3,1775.7,30,Express,4,3,-1,West,South,557,0,0,NO_RETURN
643,56,P28,Home,4946,4946,1,1978.4,40,Standard,6,5,-1,West,North,132,0,0,NO_RETURN
644,56,P47,Beauty,4330,4330,1,1299.0,30,Express,5,9,4,North,West,1064,0,1,DELIVERY_DELAY
645,56,P6,Electronics,4775,4775,1,1432.5,30,Standard,3,4,1,East,South,1376,1,0,NO_RETURN
646,56,P2,Clothing,4130,12390,3,2478.0,20,Standard,5,8,3,North,West,999,0,1,DELIVERY_DELAY
647,57,P51,Electronics,3234,9702,3,2910.6,30,Standard,2,4,2,East,North,657,0,0,NO_RETURN
648,57,P49,Beauty,2410,7230,3,2892.0,40,Standard,2,5,3,East,North,1104,0,0,NO_RETURN
649,57,P57,Home,622,622,1,186.6,30,Express,5,8,3,North,East,800,0,0,NO_RETURN
650,57,P42,Electronics,4777,14331,3,0.0,0,Standard,3,4,1,South,North,1379,1,0,NO_RETURN
651,57,P48,Beauty,4952,14856,3,1485.6000000000001,10,Standard,4,5,1,East,West,617,0,0,NO_RETURN
652,57,P5,Clothing,3254,6508,2,1952.3999999999999,30,Express,6,9,3,North,West,1503,1,0,NO_RETURN
653,57,P44,Sports,4565,9130,2,2739.0,30,Express,2,2,0,West,North,214,0,1,NOT_AS_DESCRIBED
654,57,P19,Electronics,830,830,1,83.0,10,Express,2,6,4,South,West,358,0,0,NO_RETURN
655,57,P34,Electronics,5338,5338,1,1067.6000000000001,20,Express,6,6,0,West,East,910,0,0,NO_RETURN
656,57,P48,Beauty,5481,5481,1,1096.2,20,Standard,2,1,-1,South,East,893,0,0,NO_RETURN
657,57,P22,Sports,5571,16713,3,3342.6000000000004,20,Express,6,10,4,West,West,672,0,0,NO_RETURN
658,57,P9,Sports,2710,2710,1,542.0,20,Standard,5,6,1,East,North,353,0,0,NO_RETURN
659,57,P19,Home,3934,3934,1,1573.6000000000001,40,Standard,6,7,1,South,South,1768,1,0,NO_RETURN
660,57,P11,Electronics,2148,2148,1,0.0,0,Express,6,6,0,West,East,807,0,1,QUALITY_DEFECT
661,58,P23,Home,1411,2822,2,846.6,30,Standard,6,7,1,North,North,878,0,0,NO_RETURN
662,58,P50,Beauty,1390,2780,2,556.0,20,Standard,2,6,4,East,East,1020,0,1,DELIVERY_DELAY
663,58,P49,Home,4899,14697,3,1469.7,10,Express,4,8,4,North,West,1893,1,0,NO_RETURN
664,58,P9,Clothing,5754,17262,3,0.0,0,Express,2,4,2,South,West,781,0,0,NO_RETURN
665,58,P21,Clothing,650,1950,3,195.0,10,Standard,4,4,0,North,North,1152,0,0,NO_RETURN
666,58,P44,Beauty,5701,5701,1,2280.4,40,Express,3,5,2,East,North,1910,1,1,DELIVERY_DELAY
667,58,P26,Home,1411,4233,3,1269.8999999999999,30,Express,5,6,1,North,East,756,0,0,NO_RETURN
668,58,P20,Home,3850,11550,3,0.0,0,Standard,5,9,4,West,West,641,0,1,DELIVERY_DELAY
669,59,P9,Beauty,5010,15030,3,0.0,0,Standard,3,4,1,West,East,185,0,0,NO_RETURN
670,59,P49,Sports,3278,3278,1,0.0,0,Express,4,6,2,South,West,1504,1,0,NO_RETURN
671,59,P49,Sports,1321,1321,1,132.1,10,Express,4,7,3,West,North,1735,1,1,DELIVERY_DELAY
672,59,P54,Home,4994,9988,2,2996.4,30,Express,3,2,-1,North,South,587,0,0,NO_RETURN
673,59,P41,Home,5414,10828,2,0.0,0,Express,5,5,0,West,South,108,0,0,NO_RETURN
674,59,P49,Clothing,2470,4940,2,0.0,0,Express,6,8,2,West,East,1336,1,0,NO_RETURN
675,59,P45,Beauty,1179,2358,2,943.2,40,Standard,4,4,0,North,South,704,0,0,NO_RETURN
676,59,P57,Beauty,5879,5879,1,1175.8,20,Standard,2,3,1,East,West,1353,1,0,NO_RETURN
677,59,P4,Home,2574,5148,2,2059.2000000000003,40,Standard,6,6,0,South,North,1276,1,0,NO_RETURN
678,59,P35,Electronics,2842,5684,2,1136.8,20,Express,4,3,-1,East,South,76,0,0,NO_RETURN
679,59,P34,Electronics,2505,5010,2,1503.0,30,Express,4,4,0,North,South,366,0,1,QUALITY_DEFECT
680,59,P51,Electronics,4776,14328,3,5731.200000000001,40,Standard,5,7,2,North,North,1726,1,1,DELIVERY_DELAY
681,59,P60,Electronics,342,684,2,136.8,20,Express,4,4,0,West,East,402,0,0,NO_RETURN
682,59,P2,Home,1171,1171,1,117.10000000000001,10,Standard,3,4,1,South,South,316,0,0,NO_RETURN
683,60,P5,Clothing,354,708,2,212.4,30,Standard,3,2,-1,North,North,1010,0,0,NO_RETURN
684,60,P59,Clothing,2272,2272,1,0.0,0,Express,2,1,-1,North,South,1253,1,0,NO_RETURN
685,60,P12,Electronics,5693,11386,2,0.0,0,Standard,3,7,4,East,East,771,0,1,DELIVERY_DELAY
686,60,P55,Electronics,4301,12903,3,5161.200000000001,40,Standard,6,9,3,North,North,1728,1,1,DELIVERY_DELAY
687,60,P49,Sports,314,942,3,94.2,10,Standard,4,4,0,North,North,1942,1,0,NO_RETURN
688,60,P59,Electronics,4330,12990,3,3897.0,30,Express,6,6,0,West,North,420,0,0,NO_RETURN
689,60,P25,Home,3674,3674,1,1469.6000000000001,40,Standard,5,4,-1,East,North,1004,0,0,NO_RETURN
690,60,P34,Clothing,1313,2626,2,525.2,20,Express,6,10,4,North,North,721,0,1,DELIVERY_DELAY
691,60,P8,Beauty,3352,6704,2,2011.1999999999998,30,Express,5,5,0,West,East,1801,1,0,NO_RETURN
692,60,P13,Beauty,770,1540,2,308.0,20,Standard,2,6,4,West,North,861,0,0,NO_RETURN
693,60,P34,Beauty,5594,16782,3,0.0,0,Standard,3,5,2,West,North,1568,1,1,DELIVERY_DELAY
694,60,P5,Electronics,3179,3179,1,635.8000000000001,20,Standard,6,8,2,North,South,1766,1,0,NO_RETURN
695,60,P47,Beauty,4288,8576,2,3430.4,40,Express,5,6,1,West,West,1042,0,1,NOT_AS_DESCRIBED
696,60,P50,Electronics,3924,3924,1,0.0,0,Express,5,7,2,South,South,110,0,0,NO_RETURN
697,61,P32,Clothing,5755,5755,1,575.5,10,Express,6,10,4,East,South,670,0,1,DELIVERY_DELAY
698,61,P40,Sports,989,989,1,395.6,40,Express,5,5,0,East,West,1054,0,0,NO_RETURN
699,61,P17,Sports,4643,9286,2,3714.4,40,Standard,2,4,2,North,West,971,0,1,DELIVERY_DELAY
700,61,P55,Home,3282,6564,2,1969.1999999999998,30,Standard,2,2,0,East,South,1056,0,0,NO_RETURN
701,61,P9,Beauty,2759,8277,3,2483.1,30,Express,2,5,3,West,West,1024,0,0,NO_RETURN
702,61,P55,Sports,1480,4440,3,0.0,0,Express,4,6,2,West,East,1619,1,1,DELIVERY_DELAY
703,61,P21,Home,703,703,1,281.2,40,Standard,3,4,1,East,North,1617,1,0,NO_RETURN
704,61,P25,Home,997,1994,2,398.8,20,Express,5,6,1,North,South,557,0,0,NO_RETURN
705,62,P6,Sports,5836,5836,1,1167.2,20,Standard,4,4,0,North,East,126,0,0,NO_RETURN
706,62,P43,Beauty,3660,10980,3,4392.0,40,Express,4,3,-1,West,North,698,0,0,NO_RETURN
707,62,P37,Beauty,3397,6794,2,2717.6000000000004,40,Standard,5,4,-1,South,East,1067,0,0,NO_RETURN
708,62,P52,Sports,5667,11334,2,1133.4,10,Express,4,6,2,South,West,1351,1,1,DELIVERY_DELAY
709,62,P54,Clothing,4589,4589,1,917.8000000000001,20,Express,2,3,1,West,South,1329,1,1,SIZE_FIT_ISSUE
710,62,P7,Sports,5048,10096,2,2019.2,20,Standard,6,9,3,West,West,479,0,0,NO_RETURN
711,62,P51,Home,828,2484,3,496.8,20,Express,5,9,4,East,South,898,0,0,NO_RETURN
712,62,P17,Beauty,5319,15957,3,4787.099999999999,30,Standard,2,6,4,South,West,486,0,0,NO_RETURN
713,62,P18,Beauty,5425,16275,3,6510.0,40,Express,6,10,4,North,South,796,0,1,DELIVERY_DELAY
714,62,P10,Beauty,2169,2169,1,433.8,20,Express,5,6,1,North,South,1782,1,0,NO_RETURN
715,62,P18,Beauty,2551,7653,3,765.3000000000001,10,Express,6,6,0,West,South,282,0,0,NO_RETURN
716,62,P13,Electronics,426,426,1,85.2,20,Express,5,8,3,West,West,1374,1,0,NO_RETURN
717,63,P18,Electronics,1317,1317,1,263.40000000000003,20,Express,6,6,0,North,West,1652,1,0,NO_RETURN
718,63,P4,Clothing,887,1774,2,709.6,40,Express,2,4,2,East,North,862,0,0,NO_RETURN
719,63,P16,Electronics,1116,3348,3,1339.2,40,Standard,6,10,4,East,West,1861,1,1,DELIVERY_DELAY
720,63,P16,Clothing,5113,5113,1,1022.6,20,Express,6,10,4,West,South,1965,1,0,NO_RETURN
721,63,P14,Beauty,1381,1381,1,138.1,10,Standard,4,6,2,West,East,1817,1,1,DELIVERY_DELAY
722,63,P4,Sports,4217,12651,3,2530.2000000000003,20,Standard,4,7,3,West,West,1448,1,1,DELIVERY_DELAY
723,63,P18,Electronics,1387,2774,2,832.1999999999999,30,Express,4,3,-1,North,North,1464,1,0,NO_RETURN
724,63,P17,Electronics,4727,9454,2,1890.8000000000002,20,Express,2,5,3,South,West,845,0,0,NO_RETURN
725,63,P59,Clothing,3419,6838,2,1367.6000000000001,20,Standard,3,4,1,South,South,1925,1,0,NO_RETURN
726,63,P41,Beauty,2798,8394,3,2518.2,30,Standard,4,3,-1,West,West,1559,1,0,NO_RETURN
727,63,P60,Beauty,2925,8775,3,2632.5,30,Standard,3,7,4,East,North,770,0,0,NO_RETURN
728,64,P45,Beauty,424,424,1,42.400000000000006,10,Express,3,2,-1,West,South,1336,1,1,NOT_AS_DESCRIBED
729,64,P37,Home,873,873,1,87.30000000000001,10,Standard,6,10,4,South,West,1673,1,1,DELIVERY_DELAY
730,64,P29,Home,4118,12354,3,1235.4,10,Express,3,7,4,East,East,456,0,1,DELIVERY_DELAY
731,64,P27,Clothing,3211,3211,1,963.3,30,Express,6,6,0,North,North,1940,1,0,NO_RETURN
732,64,P42,Sports,5213,15639,3,1563.9,10,Standard,5,5,0,East,South,151,0,0,NO_RETURN
