order_id,is_returned,return_reason,return_days_after_delivery
O1974,0,NONE,0
O1975,0,NONE,0
O1976,1,QUALITY_DEFECT,8
O1977,0,NONE,0
O1978,0,NONE,0
O1979,1,WRONG_ITEM,3
O1980,0,NONE,0
O1981,0,NONE,0
O1982,1,SIZE_FIT_ISSUE,7
O1983,0,NONE,0
O1984,1,QUALITY_DEFECT,5
O1985,1,SIZE_FIT_ISSUE,7
O1986,1,QUALITY_DEFECT,2
O1987,0,NONE,0
O1988,1,SIZE_FIT_ISSUE,10
O1989,0,NONE,0
O1990,0,NONE,0
O1991,1,QUALITY_DEFECT,10
O1992,0,NONE,0
O1993,0,NONE,0
O1994,0,NONE,0
O1995,0,NONE,0
O1996,0,NONE,0
O1997,0,NONE,0
O1998,0,NONE,0
O1999,1,QUALITY_DEFECT,10
O2000,0,NONE,0
O2001,1,QUALITY_DEFECT,2
O2002,0,NONE,0
O2003,0,NONE,0
O2004,0,NONE,0
O2005,0,NONE,0
O2006,0,NONE,0
O2007,0,NONE,0
O2008,0,NONE,0
O2009,1,SIZE_FIT_ISSUE,4
O2010,0,NONE,0
O2011,0,NONE,0
O2012,0,NONE,0
O2013,0,NONE,0
O2014,1,SIZE_FIT_ISSUE,6
O2015,0,NONE,0
O2016,0,NONE,0
O2017,0,NONE,0
O2018,1,SIZE_FIT_ISSUE,9
O2019,1,SIZE_FIT_ISSUE,4
O2020,0,NONE,0
O2021,1,SIZE_FIT_ISSUE,8
O2022,1,DELIVERY_DELAY,7
O2023,0,NONE,0
O2024,0,NONE,0
O2025,1,DELIVERY_DELAY,3
O2026,0,NONE,0
O2027,0,NONE,0
O2028,0,NONE,0
O2029,0,NONE,0
O2030,1,DELIVERY_DELAY,3
O2031,1,SIZE_FIT_ISSUE,4
O2032,0,NONE,0
O2033,0,NONE,0
O2034,0,NONE,0
O2035,0,NONE,0
O2036,0,NONE,0
O2037,0,NONE,0
O2038,1,SIZE_FIT_ISSUE,6
O2039,1,SIZE_FIT_ISSUE,5
O2040,0,NONE,0
O2041,0,NONE,0
O2042,0,NONE,0
O2043,0,NONE,0
O2044,1,SIZE_FIT_ISSUE,6
O2045,1,SIZE_FIT_ISSUE,4
O2046,0,NONE,0
O2047,1,SIZE_FIT_ISSUE,1
O2048,0,NONE,0
O2049,0,NONE,0
O2050,0,NONE,0
O2051,0,NONE,0
O2052,1,SIZE_FIT_ISSUE,2
O2053,0,NONE,0
O2054,1,DELIVERY_DELAY,7
O2055,1,SIZE_FIT_ISSUE,5
O2056,0,NONE,0
O2057,1,SIZE_FIT_ISSUE,8
O2058,0,NONE,0
O2059,1,QUALITY_DEFECT,5
O2060,1,SIZE_FIT_ISSUE,3
O2061,1,DELIVERY_DELAY,4
O2062,0,NONE,0
O2063,1,SIZE_FIT_ISSUE,3
O2064,0,NONE,0
O2065,0,NONE,0
O2066,1,SIZE_FIT_ISSUE,10
O2067,1,SIZE_FIT_ISSUE,4
O2068,0,NONE,0
O2069,1,SIZE_FIT_ISSUE,3
O2070,0,NONE,0
O2071,0,NONE,0
O2072,0,NONE,0
O2073,0,NONE,0
O2074,0,NONE,0
O2075,0,NONE,0
O2076,0,NONE,0
O2077,1,DELIVERY_DELAY,8
O2078,0,NONE,0
O2079,0,NONE,0
O2080,0,NONE,0
O2081,0,NONE,0
O2082,0,NONE,0
O2083,1,SIZE_FIT_ISSUE,3
O2084,1,DELIVERY_DELAY,8
O2085,0,NONE,0
O2086,0,NONE,0
O2087,0,NONE,0
O2088,0,NONE,0
O2089,0,NONE,0
O2090,0,NONE,0
O2091,0,NONE,0
O2092,0,NONE,0
O2093,1,SIZE_FIT_ISSUE,4
O2094,0,NONE,0
O2095,0,NONE,0
O2096,0,NONE,0
O2097,1,DELIVERY_DELAY,2
O2098,0,NONE,0
O2099,1,QUALITY_DEFECT,6
O2100,0,NONE,0
O2101,0,NONE,0
O2102,1,DELIVERY_DELAY,7
O2103,0,NONE,0
O2104,1,SIZE_FIT_ISSUE,1
O2105,0,NONE,0
O2106,0,NONE,0
O2107,0,NONE,0
O2108,0,NONE,0
O2109,0,NONE,0
O2110,1,SIZE_FIT_ISSUE,7
O2111,0,NONE,0
O2112,0,NONE,0
O2113,1,QUALITY_DEFECT,2
O2114,0,NONE,0
O2115,0,NONE,0
O2116,1,DELIVERY_DELAY,6
O2117,0,NONE,0
O2118,0,NONE,0
O2119,0,NONE,0
O2120,0,NONE,0
O2121,0,NONE,0
O2122,1,SIZE_FIT_ISSUE,1
O2123,0,NONE,0
O2124,0,NONE,0
O2125,0,NONE,0
O2126,0,NONE,0
O2127,0,NONE,0
O2128,0,NONE,0
O2129,0,NONE,0
O2130,0,NONE,0
O2131,0,NONE,0
O2132,1,SIZE_FIT_ISSUE,7
O2133,0,NONE,0
O2134,0,NONE,0
O2135,0,NONE,0
O2136,0,NONE,0
O2137,0,NONE,0
O2138,0,NONE,0
O2139,0,NONE,0
O2140,0,NONE,0
O2141,0,NONE,0
O2142,0,NONE,0
O2143,0,NONE,0
O2144,0,NONE,0
O2145,0,NONE,0
O2146,0,NONE,0
O2147,0,NONE,0
O2148,0,NONE,0
O2149,0,NONE,0
O2150,0,NONE,0
O2151,0,NONE,0
O2152,0,NONE,0
O2153,0,NONE,0
O2154,1,DELIVERY_DELAY,3
O2155,0,NONE,0
O2156,0,NONE,0
O2157,0,NONE,0
O2158,1,SIZE_FIT_ISSUE,1
O2159,0,NONE,0
O2160,0,NONE,0
O2161,0,NONE,0
O2162,1,SIZE_FIT_ISSUE,10
O2163,1,SIZE_FIT_ISSUE,9
O2164,0,NONE,0
O2165,0,NONE,0
O2166,0,NONE,0
O2167,0,NONE,0
O2168,0,NONE,0
O2169,0,NONE,0
O2170,0,NONE,0
O2171,0,NONE,0
O2172,0,NONE,0
O2173,1,QUALITY_DEFECT,8
O2174,0,NONE,0
O2175,0,NONE,0
O2176,0,NONE,0
O2177,0,NONE,0
O2178,0,NONE,0
O2179,0,NONE,0
O2180,0,NONE,0
O2181,0,NONE,0
O2182,1,DELIVERY_DELAY,6
O2183,0,NONE,0
O2184,0,NONE,0
O2185,1,DELIVERY_DELAY,4
O2186,0,NONE,0
O2187,1,SIZE_FIT_ISSUE,6
O2188,0,NONE,0
O2189,0,NONE,0
O2190,1,SIZE_FIT_ISSUE,5
O2191,0,NONE,0
O2192,0,NONE,0
O2193,0,NONE,0
O2194,0,NONE,0
O2195,1,SIZE_FIT_ISSUE,4
O2196,1,SIZE_FIT_ISSUE,3
O2197,0,NONE,0
O2198,1,DELIVERY_DELAY,4
O2199,1,SIZE_FIT_ISSUE,4
O2200,0,NONE,0
O2201,1,DELIVERY_DELAY,3
O2202,0,NONE,0
O2203,1,QUALITY_DEFECT,10
O2204,1,DELIVERY_DELAY,2
O2205,0,NONE,0
O2206,0,NONE,0
O2207,0,NONE,0
O2208,0,NONE,0
O2209,0,NONE,0
O2210,1,QUALITY_DEFECT,2
O2211,1,SIZE_FIT_ISSUE,7
O2212,1,QUALITY_DEFECT,4
O2213,0,NONE,0
O2214,0,NONE,0
O2215,0,NONE,0
O2216,1,DELIVERY_DELAY,5
O2217,0,NONE,0
O2218,1,QUALITY_DEFECT,3
O2219,0,NONE,0
O2220,0,NONE,0
O2221,0,NONE,0
O2222,0,NONE,0
O2223,0,NONE,0
O2224,1,SIZE_FIT_ISSUE,7
O2225,0,NONE,0
O2226,0,NONE,0
O2227,1,SIZE_FIT_ISSUE,9
O2228,0,NONE,0
O2229,0,NONE,0
O2230,0,NONE,0
O2231,1,SIZE_FIT_ISSUE,6
O2232,0,NONE,0
O2233,0,NONE,0
O2234,0,NONE,0
O2235,1,SIZE_FIT_ISSUE,7
O2236,1,SIZE_FIT_ISSUE,6
O2237,0,NONE,0
O2238,0,NONE,0
O2239,1,SIZE_FIT_ISSUE,3
O2240,0,NONE,0
O2241,0,NONE,0
O2242,0,NONE,0
O2243,0,NONE,0
O2244,1,SIZE_FIT_ISSUE,3
O2245,0,NONE,0
O2246,0,NONE,0
O2247,1,DELIVERY_DELAY,1
O2248,0,NONE,0
O2249,0,NONE,0
O2250,1,SIZE_FIT_ISSUE,5
O2251,1,SIZE_FIT_ISSUE,3
O2252,0,NONE,0
O2253,1,DELIVERY_DELAY,7
O2254,0,NONE,0
O2255,0,NONE,0
O2256,0,NONE,0
O2257,0,NONE,0
O2258,0,NONE,0
O2259,0,NONE,0
O2260,0,NONE,0
O2261,1,SIZE_FIT_ISSUE,1
O2262,0,NONE,0
O2263,1,SIZE_FIT_ISSUE,4
O2264,1,NO_LONGER_NEEDED,8
O2265,0,NONE,0
O2266,0,NONE,0
O2267,0,NONE,0
O2268,0,NONE,0
O2269,0,NONE,0
O2270,1,SIZE_FIT_ISSUE,9
O2271,1,SIZE_FIT_ISSUE,8
O2272,0,NONE,0
O2273,0,NONE,0
O2274,1,SIZE_FIT_ISSUE,1
O2275,0,NONE,0
O2276,0,NONE,0
O2277,0,NONE,0
O2278,0,NONE,0
O2279,1,QUALITY_DEFECT,2
O2280,0,NONE,0
O2281,0,NONE,0
O2282,1,SIZE_FIT_ISSUE,2
O2283,0,NONE,0
O2284,0,NONE,0
O2285,1,SIZE_FIT_ISSUE,9
O2286,0,NONE,0
O2287,0,NONE,0
O2288,0,NONE,0
O2289,0,NONE,0
O2290,0,NONE,0
O2291,1,SIZE_FIT_ISSUE,5
O2292,0,NONE,0
O2293,1,QUALITY_DEFECT,7
O2294,0,NONE,0
O2295,0,NONE,0
O2296,0,NONE,0
O2297,1,SIZE_FIT_ISSUE,3
O2298,0,NONE,0
O2299,0,NONE,0
O2300,1,WRONG_ITEM,7
O2301,0,NONE,0
O2302,1,DELIVERY_DELAY,5
O2303,0,NONE,0
O2304,0,NONE,0
O2305,0,NONE,0
O2306,0,NONE,0
O2307,1,WRONG_ITEM,2
O2308,0,NONE,0
O2309,0,NONE,0
O2310,0,NONE,0
O2311,0,NONE,0
O2312,0,NONE,0
O2313,0,NONE,0
O2314,0,NONE,0
O2315,0,NONE,0
O2316,0,NONE,0
O2317,0,NONE,0
O2318,0,NONE,0
O2319,1,QUALITY_DEFECT,7
O2320,0,NONE,0
O2321,0,NONE,0
O2322,0,NONE,0
O2323,0,NONE,0
O2324,1,QUALITY_DEFECT,4
O2325,1,DELIVERY_DELAY,8
O2326,0,NONE,0
O2327,0,NONE,0
O2328,0,NONE,0
O2329,0,NONE,0
O2330,1,SIZE_FIT_ISSUE,5
O2331,1,SIZE_FIT_ISSUE,10
O2332,1,SIZE_FIT_ISSUE,10
O2333,0,NONE,0
O2334,1,SIZE_FIT_ISSUE,4
O2335,0,NONE,0
O2336,1,SIZE_FIT_ISSUE,6
O2337,0,NONE,0
O2338,1,DELIVERY_DELAY,3
O2339,1,SIZE_FIT_ISSUE,5
O2340,0,NONE,0
O2341,0,NONE,0
O2342,0,NONE,0
O2343,0,NONE,0
O2344,0,NONE,0
O2345,0,NONE,0
O2346,1,SIZE_FIT_ISSUE,9
O2347,0,NONE,0
O2348,0,NONE,0
O2349,1,SIZE_FIT_ISSUE,1
O2350,0,NONE,0
O2351,0,NONE,0
O2352,1,QUALITY_DEFECT,10
O2353,0,NONE,0
O2354,0,NONE,0
O2355,0,NONE,0
O2356,1,DELIVERY_DELAY,6
O2357,0,NONE,0
O2358,1,SIZE_FIT_ISSUE,4
O2359,0,NONE,0
O2360,0,NONE,0
O2361,0,NONE,0
O2362,0,NONE,0
O2363,0,NONE,0
O2364,0,NONE,0
O2365,0,NONE,0
O2366,0,NONE,0
O2367,0,NONE,0
O2368,0,NONE,0
O2369,0,NONE,0
O2370,1,QUALITY_DEFECT,5
O2371,0,NONE,0
O2372,0,NONE,0
O2373,1,SIZE_FIT_ISSUE,8
O2374,1,QUALITY_DEFECT,6
O2375,0,NONE,0
O2376,0,NONE,0
O2377,1,DELIVERY_DELAY,8
O2378,0,NONE,0
O2379,0,NONE,0
O2380,0,NONE,0
O2381,0,NONE,0
O2382,0,NONE,0
O2383,1,SIZE_FIT_ISSUE,6
O2384,0,NONE,0
O2385,0,NONE,0
O2386,0,NONE,0
O2387,0,NONE,0
O2388,1,SIZE_FIT_ISSUE,7
O2389,0,NONE,0
O2390,0,NONE,0
O2391,0,NONE,0
O2392,1,SIZE_FIT_ISSUE,4
O2393,0,NONE,0
O2394,1,QUALITY_DEFECT,2
O2395,0,NONE,0
O2396,1,SIZE_FIT_ISSUE,5
O2397,1,SIZE_FIT_ISSUE,9
O2398,0,NONE,0
O2399,1,DELIVERY_DELAY,4
O2400,0,NONE,0
O2401,0,NONE,0
O2402,0,NONE,0
O2403,0,NONE,0
O2404,1,NO_LONGER_NEEDED,1
O2405,1,DELIVERY_DELAY,1
O2406,0,NONE,0
O2407,0,NONE,0
O2408,0,NONE,0
O2409,0,NONE,0
O2410,0,NONE,0
O2411,1,SIZE_FIT_ISSUE,1
O2412,0,NONE,0
O2413,1,SIZE_FIT_ISSUE,7
O2414,1,QUALITY_DEFECT,8
O2415,0,NONE,0
O2416,0,NONE,0
O2417,0,NONE,0
O2418,0,NONE,0
O2419,1,DELIVERY_DELAY,1
O2420,0,NONE,0
O2421,1,SIZE_FIT_ISSUE,8
O2422,0,NONE,0
O2423,0,NONE,0
O2424,0,NONE,0
O2425,0,NONE,0
O2426,1,SIZE_FIT_ISSUE,6
O2427,0,NONE,0
O2428,1,SIZE_FIT_ISSUE,4
O2429,0,NONE,0
O2430,0,NONE,0
O2431,0,NONE,0
O2432,1,SIZE_FIT_ISSUE,6
O2433,0,NONE,0
O2434,0,NONE,0
O2435,1,SIZE_FIT_ISSUE,10
O2436,0,NONE,0
O2437,0,NONE,0
O2438,0,NONE,0
O2439,0,NONE,0
O2440,0,NONE,0
O2441,1,QUALITY_DEFECT,9
O2442,0,NONE,0
O2443,0,NONE,0
O2444,0,NONE,0
O2445,0,NONE,0
O2446,0,NONE,0
O2447,0,NONE,0
O2448,1,DELIVERY_DELAY,5
O2449,0,NONE,0
O2450,0,NONE,0
O2451,0,NONE,0
O2452,0,NONE,0
O2453,0,NONE,0
O2454,1,DELIVERY_DELAY,5
O2455,0,NONE,0
O2456,0,NONE,0
O2457,1,SIZE_FIT_ISSUE,8
O2458,1,SIZE_FIT_ISSUE,7
O2459,0,NONE,0
O2460,0,NONE,0
O2461,0,NONE,0
O2462,0,NONE,0
O2463,1,NO_LONGER_NEEDED,6
O2464,1,SIZE_FIT_ISSUE,5
O2465,0,NONE,0
O2466,0,NONE,0
O2467,0,NONE,0
O2468,0,NONE,0
O2469,0,NONE,0
O2470,1,SIZE_FIT_ISSUE,5
O2471,1,SIZE_FIT_ISSUE,10
O2472,0,NONE,0
O2473,0,NONE,0
O2474,0,NONE,0
O2475,0,NONE,0
O2476,0,NONE,0
O2477,0,NONE,0
O2478,0,NONE,0
O2479,1,DELIVERY_DELAY,4
O2480,0,NONE,0
O2481,0,NONE,0
O2482,1,SIZE_FIT_ISSUE,10
O2483,0,NONE,0
O2484,1,DELIVERY_DELAY,10
O2485,0,NONE,0
O2486,0,NONE,0
O2487,0,NONE,0
O2488,0,NONE,0
O2489,0,NONE,0
O2490,1,SIZE_FIT_ISSUE,8
O2491,0,NONE,0
O2492,0,NONE,0
O2493,0,NONE,0
O2494,0,NONE,0
O2495,0,NONE,0
O2496,0,NONE,0
O2497,1,SIZE_FIT_ISSUE,3
O2498,0,NONE,0
O2499,0,NONE,0
O2500,0,NONE,0
O2501,0,NONE,0
O2502,1,SIZE_FIT_ISSUE,6
O2503,0,NONE,0
O2504,0,NONE,0
O2505,0,NONE,0
O2506,1,SIZE_FIT_ISSUE,8
O2507,0,NONE,0
O2508,1,SIZE_FIT_ISSUE,1
O2509,0,NONE,0
O2510,0,NONE,0
O2511,0,NONE,0
O2512,0,NONE,0
O2513,0,NONE,0
O2514,0,NONE,0
O2515,0,NONE,0
O2516,0,NONE,0
O2517,0,NONE,0
O2518,0,NONE,0
O2519,0,NONE,0
O2520,1,SIZE_FIT_ISSUE,7
O2521,0,NONE,0
O2522,0,NONE,0
O2523,0,NONE,0
O2524,1,DELIVERY_DELAY,8
O2525,0,NONE,0
O2526,0,NONE,0
O2527,1,QUALITY_DEFECT,1
O2528,0,NONE,0
O2529,1,SIZE_FIT_ISSUE,2
O2530,0,NONE,0
O2531,0,NONE,0
O2532,0,NONE,0
O2533,1,DELIVERY_DELAY,6
O2534,1,QUALITY_DEFECT,4
O2535,1,SIZE_FIT_ISSUE,4
O2536,1,QUALITY_DEFECT,1
O2537,1,SIZE_FIT_ISSUE,8
O2538,0,NONE,0
O2539,0,NONE,0
O2540,0,NONE,0
O2541,0,NONE,0
O2542,0,NONE,0
O2543,0,NONE,0
O2544,0,NONE,0
O2545,0,NONE,0
O2546,0,NONE,0
O2547,0,NONE,0
O2548,0,NONE,0
O2549,1,SIZE_FIT_ISSUE,8
O2550,0,NONE,0
O2551,1,SIZE_FIT_ISSUE,1
O2552,0,NONE,0
O2553,0,NONE,0
O2554,0,NONE,0
O2555,0,NONE,0
O2556,0,NONE,0
O2557,0,NONE,0
O2558,0,NONE,0
O2559,0,NONE,0
O2560,0,NONE,0
O2561,0,NONE,0
O2562,0,NONE,0
O2563,1,SIZE_FIT_ISSUE,5
O2564,1,SIZE_FIT_ISSUE,10
O2565,0,NONE,0
O2566,1,QUALITY_DEFECT,9
O2567,1,QUALITY_DEFECT,5
O2568,0,NONE,0
O2569,0,NONE,0
O2570,0,NONE,0
O2571,0,NONE,0
O2572,0,NONE,0
O2573,1,WRONG_ITEM,1
O2574,0,NONE,0
O2575,0,NONE,0
O2576,0,NONE,0
O2577,0,NONE,0
O2578,1,SIZE_FIT_ISSUE,8
O2579,0,NONE,0
O2580,1,SIZE_FIT_ISSUE,3
O2581,1,SIZE_FIT_ISSUE,3
O2582,0,NONE,0
O2583,1,SIZE_FIT_ISSUE,4
O2584,0,NONE,0
O2585,0,NONE,0
O2586,1,SIZE_FIT_ISSUE,8
O2587,0,NONE,0
O2588,0,NONE,0
O2589,0,NONE,0
O2590,0,NONE,0
O2591,0,NONE,0
O2592,0,NONE,0
O2593,0,NONE,0
O2594,0,NONE,0
O2595,1,SIZE_FIT_ISSUE,8
O2596,0,NONE,0
O2597,1,SIZE_FIT_ISSUE,10
O2598,0,NONE,0
O2599,0,NONE,0
O2600,1,SIZE_FIT_ISSUE,3
O2601,0,NONE,0
O2602,0,NONE,0
O2603,0,NONE,0
O2604,0,NONE,0
O2605,0,NONE,0
O2606,0,NONE,0
O2607,0,NONE,0
O2608,0,NONE,0
O2609,1,SIZE_FIT_ISSUE,10
O2610,0,NONE,0
O2611,1,SIZE_FIT_ISSUE,4
O2612,0,NONE,0
O2613,1,DELIVERY_DELAY,10
O2614,0,NONE,0
O2615,0,NONE,0
O2616,0,NONE,0
O2617,0,NONE,0
O2618,0,NONE,0
O2619,0,NONE,0
O2620,1,SIZE_FIT_ISSUE,2
O2621,0,NONE,0
O2622,0,NONE,0
O2623,0,NONE,0
O2624,1,WRONG_ITEM,1
O2625,0,NONE,0
O2626,0,NONE,0
O2627,0,NONE,0
O2628,1,SIZE_FIT_ISSUE,4
O2629,0,NONE,0
O2630,0,NONE,0
O2631,0,NONE,0
O2632,1,DELIVERY_DELAY,3
O2633,1,DELIVERY_DELAY,9
O2634,1,SIZE_FIT_ISSUE,7
O2635,1,WRONG_ITEM,7
O2636,0,NONE,0
O2637,0,NONE,0
O2638,0,NONE,0
O2639,1,DELIVERY_DELAY,3
O2640,0,NONE,0
O2641,0,NONE,0
O2642,1,WRONG_ITEM,2
O2643,0,NONE,0
O2644,0,NONE,0
O2645,1,QUALITY_DEFECT,7
O2646,0,NONE,0
O2647,0,NONE,0
O2648,0,NONE,0
O2649,0,NONE,0
O2650,1,SIZE_FIT_ISSUE,8
O2651,0,NONE,0
O2652,0,NONE,0
O2653,0,NONE,0
O2654,1,SIZE_FIT_ISSUE,7
O2655,0,NONE,0
O2656,0,NONE,0
O2657,0,NONE,0
O2658,1,SIZE_FIT_ISSUE,8
O2659,0,NONE,0
O2660,0,NONE,0
O2661,0,NONE,0
O2662,1,SIZE_FIT_ISSUE,4
O2663,1,SIZE_FIT_ISSUE,5
O2664,0,NONE,0
O2665,1,DELIVERY_DELAY,4
O2666,0,NONE,0
O2667,0,NONE,0
O2668,0,NONE,0
O2669,0,NONE,0
O2670,0,NONE,0
O2671,0,NONE,0
O2672,0,NONE,0
O2673,1,SIZE_FIT_ISSUE,5
O2674,0,NONE,0
O2675,0,NONE,0
O2676,0,NONE,0
O2677,0,NONE,0
O2678,0,NONE,0
O2679,1,SIZE_FIT_ISSUE,6
O2680,1,SIZE_FIT_ISSUE,8
O2681,0,NONE,0
O2682,1,SIZE_FIT_ISSUE,6
O2683,0,NONE,0
O2684,0,NONE,0
O2685,0,NONE,0
O2686,1,SIZE_FIT_ISSUE,5
O2687,1,SIZE_FIT_ISSUE,9
O2688,1,SIZE_FIT_ISSUE,7
O2689,0,NONE,0
O2690,1,SIZE_FIT_ISSUE,10
O2691,0,NONE,0
O2692,0,NONE,0
O2693,1,SIZE_FIT_ISSUE,6
O2694,1,SIZE_FIT_ISSUE,4
O2695,1,DELIVERY_DELAY,4
O2696,0,NONE,0
O2697,0,NONE,0
O2698,0,NONE,0
O2699,0,NONE,0
O2700,0,NONE,0
O2701,0,NONE,0
O2702,0,NONE,0
O2703,0,NONE,0
O2704,0,NONE,0
O2705,1,SIZE_FIT_ISSUE,9
O2706,0,NONE,0
O2707,1,DELIVERY_DELAY,9
O2708,0,NONE,0
O2709,0,NONE,0
O2710,0,NONE,0
O2711,0,NONE,0
O2712,0,NONE,0
O2713,0,NONE,0
O2714,0,NONE,0
O2715,0,NONE,0
O2716,0,NONE,0
O2717,0,NONE,0
O2718,0,NONE,0
O2719,0,NONE,0
O2720,1,SIZE_FIT_ISSUE,6
O2721,0,NONE,0
O2722,0,NONE,0
O2723,0,NONE,0
O2724,0,NONE,0
O2725,0,NONE,0
O2726,1,QUALITY_DEFECT,1
O2727,0,NONE,0
O2728,0,NONE,0
O2729,0,NONE,0
O2730,0,NONE,0
O2731,0,NONE,0
O2732,0,NONE,0
O2733,1,SIZE_FIT_ISSUE,4
O2734,1,SIZE_FIT_ISSUE,7
O2735,0,NONE,0
O2736,0,NONE,0
O2737,0,NONE,0
O2738,0,NONE,0
O2739,0,NONE,0
O2740,1,DELIVERY_DELAY,2
O2741,1,NO_LONGER_NEEDED,6
O2742,0,NONE,0
O2743,0,NONE,0
O2744,0,NONE,0
O2745,1,DELIVERY_DELAY,8
O2746,0,NONE,0
O2747,1,SIZE_FIT_ISSUE,6
O2748,0,NONE,0
O2749,0,NONE,0
O2750,0,NONE,0
O2751,0,NONE,0
O2752,1,DELIVERY_DELAY,6
O2753,0,NONE,0
O2754,0,NONE,0
O2755,1,SIZE_FIT_ISSUE,10
O2756,1,DELIVERY_DELAY,6
O2757,1,QUALITY_DEFECT,1
O2758,0,NONE,0
O2759,1,QUALITY_DEFECT,5
O2760,0,NONE,0
O2761,0,NONE,0
O2762,0,NONE,0
O2763,0,NONE,0
O2764,0,NONE,0
O2765,0,NONE,0
O2766,0,NONE,0
O2767,1,SIZE_FIT_ISSUE,7
O2768,0,NONE,0
O2769,1,QUALITY_DEFECT,9
O2770,0,NONE,0
O2771,0,NONE,0
O2772,0,NONE,0
O2773,1,NO_LONGER_NEEDED,8
O2774,0,NONE,0
O2775,0,NONE,0
O2776,0,NONE,0
O2777,0,NONE,0
O2778,0,NONE,0
O2779,1,SIZE_FIT_ISSUE,3
O2780,1,SIZE_FIT_ISSUE,4
O2781,1,SIZE_FIT_ISSUE,7
O2782,0,NONE,0
O2783,1,SIZE_FIT_ISSUE,6
O2784,0,NONE,0
O2785,0,NONE,0
O2786,0,NONE,0
O2787,0,NONE,0
O2788,0,NONE,0
O2789,0,NONE,0
O2790,0,NONE,0
O2791,1,SIZE_FIT_ISSUE,3
O2792,1,DELIVERY_DELAY,8
O2793,1,SIZE_FIT_ISSUE,1
O2794,1,DELIVERY_DELAY,5
O2795,1,DELIVERY_DELAY,10
O2796,1,DELIVERY_DELAY,1
O2797,0,NONE,0
O2798,0,NONE,0
O2799,0,NONE,0
O2800,0,NONE,0
O2801,0,NONE,0
O2802,0,NONE,0
O2803,0,NONE,0
O2804,0,NONE,0
O2805,0,NONE,0
O2806,0,NONE,0
O2807,0,NONE,0
O2808,0,NONE,0
O2809,0,NONE,0
O2810,0,NONE,0
O2811,1,QUALITY_DEFECT,4
O2812,0,NONE,0
O2813,0,NONE,0
O2814,0,NONE,0
O2815,0,NONE,0
O2816,0,NONE,0
O2817,1,WRONG_ITEM,3
O2818,1,SIZE_FIT_ISSUE,4
O2819,0,NONE,0
O2820,0,NONE,0
O2821,0,NONE,0
O2822,1,DELIVERY_DELAY,8
O2823,0,NONE,0
O2824,0,NONE,0
O2825,0,NONE,0
O2826,1,SIZE_FIT_ISSUE,9
O2827,1,SIZE_FIT_ISSUE,4
O2828,0,NONE,0
O2829,1,SIZE_FIT_ISSUE,1
O2830,1,DELIVERY_DELAY,10
O2831,1,SIZE_FIT_ISSUE,8
O2832,0,NONE,0
O2833,1,SIZE_FIT_ISSUE,8
O2834,1,SIZE_FIT_ISSUE,9
O2835,1,DELIVERY_DELAY,7
O2836,0,NONE,0
O2837,1,DELIVERY_DELAY,3
O2838,1,DELIVERY_DELAY,1
O2839,0,NONE,0
O2840,0,NONE,0
O2841,0,NONE,0
O2842,0,NONE,0
O2843,0,NONE,0
O2844,0,NONE,0
O2845,0,NONE,0
O2846,1,QUALITY_DEFECT,8
O2847,0,NONE,0
O2848,0,NONE,0
O2849,0,NONE,0
O2850,0,NONE,0
O2851,0,NONE,0
O2852,1,QUALITY_DEFECT,3
O2853,0,NONE,0
O2854,0,NONE,0
O2855,0,NONE,0
O2856,0,NONE,0
O2857,0,NONE,0
O2858,1,QUALITY_DEFECT,6
O2859,0,NONE,0
O2860,0,NONE,0
O2861,0,NONE,0
O2862,1,SIZE_FIT_ISSUE,7
O2863,1,SIZE_FIT_ISSUE,1
O2864,0,NONE,0
O2865,1,SIZE_FIT_ISSUE,4
O2866,1,SIZE_FIT_ISSUE,4
O2867,0,NONE,0
O2868,0,NONE,0
O2869,0,NONE,0
O2870,1,SIZE_FIT_ISSUE,4
O2871,0,NONE,0
O2872,0,NONE,0
O2873,0,NONE,0
O2874,1,QUALITY_DEFECT,5
O2875,0,NONE,0
O2876,0,NONE,0
O2877,0,NONE,0
O2878,0,NONE,0
O2879,1,NO_LONGER_NEEDED,8
O2880,1,DELIVERY_DELAY,4
O2881,0,NONE,0
O2882,1,SIZE_FIT_ISSUE,5
O2883,0,NONE,0
O2884,1,SIZE_FIT_ISSUE,7
O2885,0,NONE,0
O2886,0,NONE,0
O2887,0,NONE,0
O2888,0,NONE,0
O2889,1,DELIVERY_DELAY,8
O2890,0,NONE,0
O2891,1,NO_LONGER_NEEDED,8
O2892,1,SIZE_FIT_ISSUE,8
O2893,0,NONE,0
O2894,0,NONE,0
O2895,0,NONE,0
O2896,0,NONE,0
O2897,1,SIZE_FIT_ISSUE,5
O2898,1,WRONG_ITEM,7
O2899,0,NONE,0
O2900,0,NONE,0
O2901,0,NONE,0
O2902,1,NO_LONGER_NEEDED,3
O2903,0,NONE,0
O2904,0,NONE,0
O2905,0,NONE,0
O2906,0,NONE,0
O2907,0,NONE,0
O2908,0,NONE,0
O2909,0,NONE,0
O2910,0,NONE,0
O2911,0,NONE,0
O2912,0,NONE,0
O2913,1,WRONG_ITEM,6
O2914,0,NONE,0
O2915,0,NONE,0
O2916,0,NONE,0
O2917,1,SIZE_FIT_ISSUE,2
O2918,0,NONE,0
O2919,0,NONE,0
O2920,0,NONE,0
O2921,1,SIZE_FIT_ISSUE,10
