order_id,customer_id,product_id,order_date,order_day_of_week,order_hour,quantity,product_price,discount_amount,discount_percentage,final_price,payment_method,is_cod,shipping_mode,courier_partner,warehouse_city,delivery_city,expected_delivery_days,actual_delivery_days,delivery_delay,distance_km,is_remote_area,delivery_attempts,courier_delay_rate,warehouse_processing_time,is_returned,return_reason,return_days_after_delivery,city,state,pincode,customer_tenure_days,total_orders,total_returns,overall_return_rate,avg_order_value,avg_days_between_orders,last_order_days_ago,preferred_category,frequent_return_flag,product_name,category,brand,price,price_band,product_return_rate,category_return_rate,avg_rating,rating_variance,size_variants_count,is_fragile
O1620,C482,P6,2025-07-05,Saturday,5,2,3199,639.8,10,5758.2,Card,0,Standard,Ecom Express,Hyderabad,Bangalore,3,8,5,767,0,3,0.32,1.35,0,NONE,0,Bangalore,Karnataka,171950,122,50,0,0.0,18509,12.112344675909485,54,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1621,C624,P3,2025-02-11,Tuesday,19,1,39999,3999.9,10,35999.1,UPI,0,Express,BlueDart,Chennai,Mumbai,3,3,0,1850,1,3,0.17,2.39,0,NONE,0,Mumbai,Maharashtra,349185,410,36,1,0.03,15308,25.7364367229355,20,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O1622,C659,P5,2025-12-06,Saturday,23,1,3499,629.82,18,2869.18,Card,0,Standard,BlueDart,Chennai,Chennai,4,4,0,1782,1,1,0.14,1.77,1,NOT_AS_DESCRIBED,10,Chennai,Tamil Nadu,155337,381,44,21,0.48,18031,24.463178331178312,31,Home Appliances,1,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1623,C345,P5,2025-05-13,Tuesday,14,1,3499,279.92,8,3219.08,UPI,0,Express,BlueDart,Bangalore,Kolkata,1,2,1,581,0,3,0.36,1.19,1,SIZE_FIT_ISSUE,4,Kolkata,West Bengal,376967,422,31,8,0.26,16411,19.300580994964044,31,Apparel,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1624,C477,P1,2025-05-03,Saturday,21,1,11999,1199.9,10,10799.1,UPI,0,Standard,Ecom Express,Lucknow,Delhi,6,7,1,1621,1,2,0.28,2.49,0,NONE,0,Delhi,Delhi,729402,475,35,6,0.17,3388,6.602011409232764,15,Footwear,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1625,C126,P2,2025-07-12,Saturday,14,2,1799,0.0,0,3598.0,COD,1,Express,BlueDart,Bangalore,Delhi,3,3,0,660,0,2,0.18,2.23,0,NONE,0,Delhi,Delhi,190403,97,44,4,0.09,10634,14.953999519272713,46,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1626,C980,P4,2025-07-20,Sunday,10,1,24990,0.0,0,24990.0,COD,1,Standard,Ecom Express,Jaipur,Hyderabad,5,5,0,563,0,1,0.12,1.09,0,NONE,0,Hyderabad,Telangana,345076,558,35,5,0.14,19734,24.649366206045308,49,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1627,C238,P5,2025-07-02,Wednesday,8,1,3499,699.8,20,2799.2,COD,1,Same-Day,BlueDart,Hyderabad,Mumbai,1,2,1,59,0,2,0.19,1.88,1,CHANGED_MIND,10,Mumbai,Maharashtra,990429,381,6,1,0.17,4083,21.9284833222721,11,Electronics,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1628,C558,P1,2025-02-25,Tuesday,22,1,11999,0.0,0,11999.0,UPI,0,Standard,Delhivery,Chennai,Hyderabad,3,3,0,1421,1,2,0.22,2.79,0,NONE,0,Hyderabad,Telangana,368691,860,19,2,0.11,10340,7.297628032134316,26,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1629,C17,P1,2025-11-09,Sunday,3,1,11999,2399.8,20,9599.2,COD,1,Same-Day,Ecom Express,Hyderabad,Chennai,0,0,0,1681,1,1,0.25,1.91,1,SIZE_FIT_ISSUE,4,Chennai,Tamil Nadu,978157,631,24,5,0.21,19502,29.97255833073347,32,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1630,C139,P5,2025-11-30,Sunday,21,1,3499,0.0,0,3499.0,UPI,0,Standard,Delhivery,Bangalore,Kolkata,3,9,6,1816,1,2,0.36,1.59,1,NOT_AS_DESCRIBED,3,Kolkata,West Bengal,900190,193,17,1,0.06,16827,29.89923527738542,30,Home Appliances,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1631,C326,P2,2025-10-22,Wednesday,9,1,1799,539.7,30,1259.3,UPI,0,Standard,BlueDart,Chennai,Mumbai,3,5,2,1475,1,3,0.33,1.56,0,NONE,0,Mumbai,Maharashtra,369125,835,27,2,0.07,4040,23.01033969992421,4,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1632,C311,P2,2025-06-06,Friday,23,1,1799,359.8,20,1439.2,UPI,0,Standard,Ecom Express,Chennai,Bangalore,4,4,0,1200,1,3,0.17,2.59,0,NONE,0,Bangalore,Karnataka,919898,760,29,0,0.0,12267,16.992110972202905,51,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1633,C79,P2,2025-04-03,Thursday,8,1,1799,539.7,30,1259.3,UPI,0,Express,BlueDart,Delhi,Delhi,1,3,2,943,1,3,0.36,1.36,0,NONE,0,Delhi,Delhi,618119,505,45,1,0.02,18972,23.99692874019371,29,Footwear,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1634,C718,P4,2025-08-17,Sunday,17,1,24990,6997.2,28,17992.8,Card,0,Express,Ecom Express,Lucknow,Jaipur,3,3,0,1888,1,2,0.13,1.56,0,NONE,0,Jaipur,Rajasthan,949049,847,35,0,0.0,3711,16.311034205422743,16,Apparel,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1635,C160,P2,2025-09-20,Saturday,4,1,1799,539.7,30,1259.3,UPI,0,Standard,Ecom Express,Hyderabad,Delhi,5,5,0,1984,1,2,0.3,2.83,1,SIZE_FIT_ISSUE,6,Delhi,Delhi,784607,517,31,3,0.1,16145,21.263467296856636,49,Footwear,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1636,C728,P1,2025-11-05,Wednesday,8,3,11999,10799.1,30,25197.9,COD,1,Express,BlueDart,Hyderabad,Kolkata,2,2,0,1363,1,3,0.2,1.22,0,NONE,0,Kolkata,West Bengal,609845,543,33,9,0.27,17758,25.738995656875787,31,Footwear,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1637,C567,P4,2025-05-23,Friday,21,3,24990,28488.6,38,46481.4,COD,1,Express,BlueDart,Jaipur,Hyderabad,2,2,0,1618,1,1,0.28,1.14,0,NONE,0,Hyderabad,Telangana,514521,697,36,2,0.06,19221,9.90248250983052,40,Electronics,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1638,C214,P5,2025-07-04,Friday,1,1,3499,1049.7,30,2449.3,COD,1,Same-Day,BlueDart,Bangalore,Hyderabad,0,0,0,1449,1,3,0.15,2.23,0,NONE,0,Hyderabad,Telangana,457137,649,9,0,0.0,13499,29.223013180038873,21,Apparel,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1639,C499,P5,2025-09-23,Tuesday,20,3,3499,2099.4,20,8397.6,COD,1,Same-Day,BlueDart,Hyderabad,Lucknow,0,0,0,214,0,1,0.06,2.67,0,NONE,0,Lucknow,Uttar Pradesh,699166,164,16,0,0.0,19370,22.150297803537313,53,Apparel,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1640,C410,P5,2025-12-12,Friday,11,1,3499,1049.7,30,2449.3,UPI,0,Standard,BlueDart,Hyderabad,Delhi,3,5,2,1104,1,1,0.35,1.21,1,NOT_AS_DESCRIBED,2,Delhi,Delhi,208584,426,13,1,0.08,11046,17.60275298382911,25,Home Appliances,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1641,C287,P2,2025-04-18,Friday,1,1,1799,17.99,1,1781.01,COD,1,Standard,BlueDart,Jaipur,Bangalore,6,6,0,1120,1,1,0.13,2.76,0,NONE,0,Bangalore,Karnataka,112884,280,7,0,0.0,2006,16.794114739443454,25,Electronics,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1642,C115,P2,2025-06-27,Friday,9,1,1799,701.61,39,1097.39,UPI,0,Standard,Delhivery,Bangalore,Lucknow,5,6,1,1056,1,1,0.31,2.1,1,SIZE_FIT_ISSUE,9,Lucknow,Uttar Pradesh,568849,73,27,5,0.19,12052,20.37128705496911,28,Footwear,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1643,C977,P2,2025-04-01,Tuesday,18,2,1799,0.0,0,3598.0,Card,0,Express,Delhivery,Kolkata,Kolkata,1,3,2,1878,1,3,0.22,2.18,0,NONE,0,Kolkata,West Bengal,417420,793,21,5,0.24,9493,9.766060915895295,39,Electronics,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1644,C516,P6,2026-01-01,Thursday,17,1,3199,671.79,21,2527.21,Card,0,Express,BlueDart,Lucknow,Delhi,1,1,0,1104,1,1,0.13,1.09,0,NONE,0,Delhi,Delhi,726612,497,42,7,0.17,18980,15.874434285510294,41,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1645,C301,P1,2025-02-10,Monday,23,3,11999,4319.64,12,31677.36,UPI,0,Express,Delhivery,Hyderabad,Lucknow,3,4,1,1111,1,3,0.19,1.03,0,NONE,0,Lucknow,Uttar Pradesh,585854,301,24,0,0.0,4429,7.2605222012131225,52,Footwear,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1646,C856,P2,2025-08-10,Sunday,17,1,1799,755.58,42,1043.42,Card,0,Express,BlueDart,Delhi,Jaipur,2,2,0,605,0,2,0.29,2.4,1,SIZE_FIT_ISSUE,6,Jaipur,Rajasthan,696152,78,23,1,0.04,18554,6.913312993441152,3,Apparel,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1647,C281,P6,2025-04-06,Sunday,15,1,3199,959.7,30,2239.3,COD,1,Standard,BlueDart,Hyderabad,Jaipur,6,7,1,64,0,2,0.26,1.16,0,NONE,0,Jaipur,Rajasthan,160718,280,20,2,0.1,3325,28.11569385872848,8,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1648,C980,P1,2025-01-04,Saturday,20,1,11999,1199.9,10,10799.1,COD,1,Express,Ecom Express,Kolkata,Hyderabad,1,2,1,549,0,2,0.21,2.78,0,NONE,0,Hyderabad,Telangana,345076,558,35,5,0.14,19734,24.649366206045308,49,Home Appliances,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1649,C507,P2,2025-03-30,Sunday,10,1,1799,179.9,10,1619.1,UPI,0,Standard,Delhivery,Kolkata,Chennai,6,7,1,1028,1,3,0.24,2.17,0,NONE,0,Chennai,Tamil Nadu,762398,178,34,3,0.09,5991,21.014516317791703,60,Footwear,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1650,C444,P6,2025-04-22,Tuesday,17,1,3199,319.9,10,2879.1,COD,1,Standard,BlueDart,Lucknow,Kolkata,6,6,0,456,0,1,0.13,1.33,0,NONE,0,Kolkata,West Bengal,572536,366,36,3,0.08,10516,22.336453233690918,10,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1651,C533,P5,2025-05-11,Sunday,23,1,3499,349.9,10,3149.1,UPI,0,Same-Day,Ecom Express,Hyderabad,Delhi,1,1,0,705,0,3,0.25,2.78,0,NONE,0,Delhi,Delhi,713099,152,22,2,0.09,13469,24.728594504872213,1,Apparel,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1652,C682,P4,2025-08-23,Saturday,2,1,24990,4498.2,18,20491.8,UPI,0,Standard,BlueDart,Jaipur,Mumbai,3,3,0,217,0,3,0.25,1.57,0,NONE,0,Mumbai,Maharashtra,176461,102,7,1,0.14,19221,23.1886287872859,50,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1653,C284,P1,2025-11-27,Thursday,21,1,11999,3599.7,30,8399.3,UPI,0,Standard,BlueDart,Jaipur,Delhi,5,7,2,783,0,2,0.34,1.41,1,SIZE_FIT_ISSUE,3,Delhi,Delhi,868538,150,22,0,0.0,1461,13.375275657904863,28,Footwear,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1654,C962,P5,2025-11-16,Sunday,22,1,3499,419.88,12,3079.12,UPI,0,Standard,BlueDart,Bangalore,Kolkata,5,6,1,1119,1,1,0.31,1.85,0,NONE,0,Kolkata,West Bengal,357912,212,40,0,0.0,6922,5.537300701453799,54,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1655,C291,P3,2025-03-24,Monday,5,1,39999,7999.8,20,31999.2,Card,0,Express,BlueDart,Chennai,Lucknow,2,3,1,1198,1,1,0.27,1.05,0,NONE,0,Lucknow,Uttar Pradesh,486839,235,5,0,0.0,10054,19.095168520604673,20,Electronics,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O1656,C544,P5,2025-10-12,Sunday,7,2,3499,839.76,12,6158.24,COD,1,Standard,Ecom Express,Bangalore,Mumbai,3,3,0,179,0,3,0.08,2.44,0,NONE,0,Mumbai,Maharashtra,975763,162,7,1,0.14,6353,26.837319439514307,13,Apparel,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1657,C761,P6,2025-09-16,Tuesday,1,1,3199,959.7,30,2239.3,UPI,0,Express,BlueDart,Mumbai,Delhi,1,2,1,1119,1,1,0.29,1.03,0,NONE,0,Delhi,Delhi,328459,188,11,0,0.0,16994,10.527837543110092,13,Apparel,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1658,C162,P4,2025-03-01,Saturday,14,2,24990,4998.0,10,44982.0,UPI,0,Standard,Delhivery,Delhi,Delhi,4,4,0,941,1,3,0.21,1.98,0,NONE,0,Delhi,Delhi,978292,210,31,0,0.0,1690,29.92929507721275,26,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1659,C758,P4,2025-09-19,Friday,11,1,24990,249.9,1,24740.1,Card,0,Express,BlueDart,Chennai,Delhi,2,3,1,1901,1,2,0.39,1.68,0,NONE,0,Delhi,Delhi,727847,800,11,1,0.09,5976,18.592808381208563,56,Footwear,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1660,C699,P4,2025-06-25,Wednesday,22,1,24990,4998.0,20,19992.0,COD,1,Standard,Ecom Express,Jaipur,Delhi,5,6,1,57,0,1,0.29,2.26,0,NONE,0,Delhi,Delhi,355479,625,33,3,0.09,1833,8.334271926426858,51,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1661,C264,P1,2025-08-15,Friday,5,1,11999,2399.8,20,9599.2,UPI,0,Standard,Ecom Express,Kolkata,Delhi,5,6,1,1843,1,1,0.33,2.33,0,NONE,0,Delhi,Delhi,578693,30,33,0,0.0,14518,10.057955159934993,45,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1662,C588,P4,2025-07-07,Monday,5,1,24990,0.0,0,24990.0,COD,1,Standard,Delhivery,Jaipur,Hyderabad,6,7,1,1836,1,3,0.23,2.75,0,NONE,0,Hyderabad,Telangana,343461,266,43,6,0.14,1354,13.981533363363784,45,Home Appliances,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1663,C45,P6,2025-11-09,Sunday,9,1,3199,287.91,9,2911.09,UPI,0,Express,BlueDart,Delhi,Hyderabad,1,1,0,618,0,1,0.25,1.08,0,NONE,0,Hyderabad,Telangana,566297,271,33,3,0.09,12384,7.483865615153258,44,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1664,C671,P5,2025-12-07,Sunday,6,1,3499,1049.7,30,2449.3,UPI,0,Standard,Ecom Express,Kolkata,Kolkata,5,8,3,953,1,3,0.36,1.34,1,NO_LONGER_NEEDED,2,Kolkata,West Bengal,740140,697,32,3,0.09,9432,13.374185165451115,18,Apparel,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1665,C224,P6,2025-03-28,Friday,13,3,3199,2111.34,22,7485.66,UPI,0,Standard,Delhivery,Chennai,Mumbai,5,5,0,24,0,3,0.26,2.57,0,NONE,0,Mumbai,Maharashtra,419457,36,13,0,0.0,13466,13.305430382790673,40,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1666,C694,P5,2025-10-22,Wednesday,21,1,3499,349.9,10,3149.1,UPI,0,Express,Delhivery,Kolkata,Bangalore,3,3,0,186,0,2,0.19,2.17,0,NONE,0,Bangalore,Karnataka,835363,694,20,7,0.35,4777,5.359130124049075,41,Apparel,1,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1667,C52,P3,2025-02-01,Saturday,7,1,39999,7999.8,20,31999.2,Card,0,Standard,Delhivery,Kolkata,Lucknow,6,6,0,1249,1,2,0.15,1.17,1,DAMAGED_IN_TRANSIT,10,Lucknow,Uttar Pradesh,915809,400,33,13,0.39,17317,19.841650446700676,29,Electronics,1,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O1668,C219,P5,2025-02-14,Friday,8,1,3499,0.0,0,3499.0,COD,1,Same-Day,Ecom Express,Kolkata,Jaipur,0,0,0,1643,1,2,0.07,1.43,0,NONE,0,Jaipur,Rajasthan,127537,121,11,2,0.18,12097,18.8554951349393,39,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1669,C219,P6,2025-12-18,Thursday,4,1,3199,351.89,11,2847.11,UPI,0,Same-Day,Delhivery,Mumbai,Jaipur,1,1,0,880,1,1,0.06,1.33,1,CHANGED_MIND,2,Jaipur,Rajasthan,127537,121,11,2,0.18,12097,18.8554951349393,39,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1670,C542,P6,2025-12-23,Tuesday,16,1,3199,1215.62,38,1983.38,COD,1,Standard,Ecom Express,Bangalore,Mumbai,3,8,5,463,0,3,0.29,2.06,1,CHANGED_MIND,2,Mumbai,Maharashtra,665136,868,47,1,0.02,13197,9.746736311180472,44,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1671,C839,P2,2025-10-24,Friday,21,1,1799,539.7,30,1259.3,COD,1,Same-Day,Ecom Express,Bangalore,Kolkata,1,2,1,1662,1,3,0.19,2.34,1,NO_LONGER_NEEDED,4,Kolkata,West Bengal,900771,184,36,0,0.0,18708,26.32584153168887,43,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1672,C741,P2,2025-06-14,Saturday,20,1,1799,179.9,10,1619.1,COD,1,Standard,BlueDart,Lucknow,Lucknow,3,4,1,910,1,1,0.4,2.95,0,NONE,0,Lucknow,Uttar Pradesh,822622,145,26,3,0.12,16195,27.504361726358702,9,Apparel,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1673,C724,P5,2025-12-31,Wednesday,2,1,3499,69.98,2,3429.02,COD,1,Same-Day,Ecom Express,Mumbai,Bangalore,1,5,4,179,0,3,0.35,1.96,0,NONE,0,Bangalore,Karnataka,501557,404,12,0,0.0,15748,20.478336259885566,24,Footwear,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1674,C400,P2,2025-01-19,Sunday,8,1,1799,0.0,0,1799.0,Card,0,Express,BlueDart,Kolkata,Jaipur,1,1,0,494,0,2,0.06,1.99,1,WRONG_ITEM,5,Jaipur,Rajasthan,956794,270,30,9,0.3,3083,16.47736486870588,52,Home Appliances,0,Levi's Slim Fit T-Shirt,Apparel,Levi's,1799,low,0.25,0.235,4.0,0.8,5,0
O1675,C187,P3,2025-09-23,Tuesday,22,1,39999,11999.7,30,27999.3,UPI,0,Express,Delhivery,Kolkata,Jaipur,2,2,0,123,0,3,0.26,1.92,0,NONE,0,Jaipur,Rajasthan,619696,78,40,15,0.38,11785,28.539660245797794,43,Home Appliances,1,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O1676,C161,P4,2025-04-26,Saturday,20,1,24990,7497.0,30,17493.0,COD,1,Standard,Ecom Express,Mumbai,Bangalore,4,4,0,245,0,1,0.21,2.71,0,NONE,0,Bangalore,Karnataka,783984,617,10,2,0.2,8109,18.378806922340118,47,Apparel,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1677,C570,P6,2025-01-29,Wednesday,1,1,3199,959.7,30,2239.3,COD,1,Standard,BlueDart,Jaipur,Kolkata,3,5,2,1959,1,2,0.16,1.69,1,WRONG_ITEM,10,Kolkata,West Bengal,961493,852,44,1,0.02,14990,20.579553906958267,29,Apparel,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1678,C294,P1,2025-05-24,Saturday,7,2,11999,7199.4,30,16798.6,COD,1,Standard,Delhivery,Lucknow,Bangalore,6,6,0,1410,1,1,0.06,1.22,1,SIZE_FIT_ISSUE,6,Bangalore,Karnataka,494552,899,47,9,0.19,10576,7.598725483788991,34,Electronics,0,Nike Air Zoom Pegasus 40,Footwear,Nike,11999,mid,0.12,0.12,4.5,0.4,8,0
O1679,C536,P4,2025-09-25,Thursday,13,1,24990,0.0,0,24990.0,COD,1,Express,Delhivery,Hyderabad,Delhi,3,3,0,1019,1,1,0.1,1.43,1,QUALITY_DEFECT,1,Delhi,Delhi,662407,840,49,12,0.24,4019,8.14568644163066,15,Footwear,0,Sony WH-1000XM4 Headphones,Electronics,Sony,24990,high,0.05,0.065,4.8,0.2,1,1
O1680,C246,P5,2025-07-27,Sunday,6,1,3499,1049.7,30,2449.3,Card,0,Express,Ecom Express,Delhi,Jaipur,2,3,1,589,0,1,0.27,2.2,0,NONE,0,Jaipur,Rajasthan,725397,171,31,3,0.1,19335,14.592749070942174,12,Home Appliances,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1681,C38,P6,2025-01-03,Friday,22,1,3199,1023.68,32,2175.32,Card,0,Standard,Delhivery,Kolkata,Kolkata,4,5,1,296,0,3,0.39,2.49,0,NONE,0,Kolkata,West Bengal,929090,434,10,2,0.2,956,11.611464458810595,8,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1682,C234,P6,2025-07-02,Wednesday,9,1,3199,0.0,0,3199.0,COD,1,Standard,Ecom Express,Delhi,Hyderabad,4,8,4,1275,1,1,0.26,2.09,1,WRONG_ITEM,4,Hyderabad,Telangana,492292,430,33,0,0.0,15673,24.3085558115608,38,Electronics,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1683,C222,P3,2025-10-08,Wednesday,7,1,39999,3999.9,10,35999.1,COD,1,Express,Ecom Express,Bangalore,Delhi,2,2,0,1803,1,1,0.11,1.47,0,NONE,0,Delhi,Delhi,389366,461,32,1,0.03,10322,17.105782848348213,5,Footwear,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O1684,C217,P6,2025-05-11,Sunday,15,2,3199,1279.6,20,5118.4,UPI,0,Standard,Ecom Express,Chennai,Delhi,6,8,2,867,1,1,0.25,1.98,0,NONE,0,Delhi,Delhi,846247,832,29,0,0.0,5555,23.491382224414863,21,Footwear,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1685,C359,P5,2025-02-15,Saturday,14,1,3499,1049.7,30,2449.3,COD,1,Express,BlueDart,Jaipur,Lucknow,1,1,0,221,0,1,0.08,1.72,0,NONE,0,Lucknow,Uttar Pradesh,328808,507,21,1,0.05,10400,21.929903909682835,53,Home Appliances,0,Levi's 511 Slim Jeans,Apparel,Levi's,3499,mid,0.22,0.235,3.9,0.9,6,0
O1686,C922,P6,2025-06-04,Wednesday,14,1,3199,0.0,0,3199.0,Card,0,Same-Day,Delhivery,Mumbai,Delhi,0,0,0,1539,1,3,0.13,1.43,0,NONE,0,Delhi,Delhi,666692,202,28,5,0.18,8533,18.438390745336676,28,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
O1687,C49,P3,2025-07-14,Monday,6,1,39999,799.98,2,39199.02,COD,1,Standard,BlueDart,Mumbai,Delhi,6,7,1,1108,1,1,0.28,1.33,1,NO_LONGER_NEEDED,1,Delhi,Delhi,102973,313,43,6,0.14,5241,29.688182609154307,35,Footwear,0,Samsung Galaxy S21 FE,Electronics,Samsung,39999,high,0.08,0.065,4.3,0.3,1,1
O1688,C706,P6,2025-06-20,Friday,16,1,3199,639.8,20,2559.2,UPI,0,Standard,Delhivery,Jaipur,Bangalore,6,8,2,1994,1,3,0.34,2.85,0,NONE,0,Bangalore,Karnataka,481884,321,46,0,0.0,7367,15.866791056726457,22,Home Appliances,0,Philips HL7756 Mixer Grinder,Home Appliances,Philips,3199,mid,0.07,0.07,4.2,0.5,1,1
